NU_IDENTIFICADOR;Regiao;UF;Município;Porte_pop2010;q14_1;nu_trabalhadores
25144001030;Região Nordeste;PB;São José de Espinharas;Pequeno I;213;11
25144501575;Região Nordeste;PB;São José Dos Ramos;Pequeno I;212;6
25145000352;Região Nordeste;PB;São José de Piranhas;Pequeno I;10;6
25145501449;Região Nordeste;PB;São José de Princesa;Pequeno I;264;4
25146503968;Região Nordeste;PB;São José do Brejo do Cruz;Pequeno I;201;8
25147003792;Região Nordeste;PB;São José do Sabugi;Pequeno I;163;10
25148000097;Região Nordeste;PB;São José Dos Cordeiros;Pequeno I; ;6
25149004088;Região Nordeste;PB;São Mamede;Pequeno I;442;4
25150001728;Região Nordeste;PB;São Miguel de Taipu;Pequeno I;77;22
25151005009;Região Nordeste;PB;São Sebastião de Lagoa de Roça;Pequeno I; ;3
25152004679;Região Nordeste;PB;São Sebastião do Umbuzeiro;Pequeno I;326;6
25153004695;Região Nordeste;PB;Sapé;Médio;625;19
25153030466;Região Nordeste;PB;Sapé;Médio;543;14
25154004419;Região Nordeste;PB;Seridó;Pequeno I; ;8
25155004828;Região Nordeste;PB;Serra Branca;Pequeno I; ;7
25156000571;Região Nordeste;PB;Serra da Raiz;Pequeno I; ;6
25157000110;Região Nordeste;PB;Serra Grande;Pequeno I;317;6
25158004675;Região Nordeste;PB;Serra Redonda;Pequeno I;209;5
25159002449;Região Nordeste;PB;Serraria;Pequeno I;48;8
25159304498;Região Nordeste;PB;Sertãozinho;Pequeno I;362;10
25159706102;Região Nordeste;PB;Sobrado;Pequeno I;200;5
25160003654;Região Nordeste;PB;Solânea;Pequeno II;218;23
25161004815;Região Nordeste;PB;Soledade;Pequeno I;620;6
25161509999;Região Nordeste;PB;Sossêgo;Pequeno I;186;5
25162000203;Região Nordeste;PB;Sousa;Médio;467;13
25162037853;Região Nordeste;PB;Sousa;Médio;227;10
25163004849;Região Nordeste;PB;Sumé;Pequeno I; ;6
25164004681;Região Nordeste;PB;Campo de Santana;Pequeno I;450;4
25165004493;Região Nordeste;PB;Taperoá;Pequeno I;109;10
25166004925;Região Nordeste;PB;Tavares;Pequeno I; ;5
25167000479;Região Nordeste;PB;Teixeira;Pequeno I;292;4
25167501029;Região Nordeste;PB;Tenório;Pequeno I;124;8
25168005109;Região Nordeste;PB;Triunfo;Pequeno I;642;12
25169000058;Região Nordeste;PB;Uiraúna;Pequeno I;86;12
25170000199;Região Nordeste;PB;Umbuzeiro;Pequeno I;387;18
25171003645;Região Nordeste;PB;Várzea;Pequeno I;499;17
25172002108;Região Nordeste;PB;Vieirópolis;Pequeno I;297;10
25174004857;Região Nordeste;PB;Zabelê;Pequeno I;282;3
26000503876;Região Nordeste;PE;Abreu e Lima;Médio;490;28
26001004579;Região Nordeste;PE;Afogados da Ingazeira;Pequeno II;52;28
26002001307;Região Nordeste;PE;Afrânio;Pequeno I;276;12
26003001478;Região Nordeste;PE;Agrestina;Pequeno II;127;13
26004001913;Região Nordeste;PE;Água Preta;Pequeno II; ;27
26005004575;Região Nordeste;PE;Águas Belas;Pequeno II;203;19
26006002733;Região Nordeste;PE;Alagoinha;Pequeno I;163;11
26007000320;Região Nordeste;PE;Aliança;Pequeno II;793;12
26007020215;Região Nordeste;PE;Aliança;Pequeno II;985;10
26008015054;Região Nordeste;PE;Altinho;Pequeno II;640;5
26009001355;Região Nordeste;PE;Amaraji;Pequeno II;244;8
26010003511;Região Nordeste;PE;Angelim;Pequeno I;100;6
26010505057;Região Nordeste;PE;Araçoiaba;Pequeno I;260;6
26011004627;Região Nordeste;PE;Araripina;Médio;216;23
26011004628;Região Nordeste;PE;Araripina;Médio;287;15
26011020325;Região Nordeste;PE;Araripina;Médio;172;36
26012004457;Região Nordeste;PE;Arcoverde;Médio;154;25
26012034637;Região Nordeste;PE;Arcoverde;Médio;522;19
26012036509;Região Nordeste;PE;Arcoverde;Médio;368;24
26013004622;Região Nordeste;PE;Barra de Guabiraba;Pequeno I;33;15
26014003630;Região Nordeste;PE;Barreiros;Pequeno II;978;6
26015004435;Região Nordeste;PE;Belém de Maria;Pequeno I;405;15
26016000955;Região Nordeste;PE;Belém de São Francisco;Pequeno II;283;36
26017004219;Região Nordeste;PE;Belo Jardim;Médio;32;9
26017004487;Região Nordeste;PE;Belo Jardim;Médio;53;8
26018001545;Região Nordeste;PE;Betânia;Pequeno I;291;6
26019001253;Região Nordeste;PE;Bezerros;Médio;53;7
26019001255;Região Nordeste;PE;Bezerros;Médio;50;12
26019001278;Região Nordeste;PE;Bezerros;Médio;75;11
26019020207;Região Nordeste;PE;Bezerros;Médio;23;9
26019030546;Região Nordeste;PE;Bezerros;Médio;69;8
26020020256;Região Nordeste;PE;Bodocó;Pequeno II;468;22
26020030036;Região Nordeste;PE;Bodocó;Pequeno II;311;23
26020036253;Região Nordeste;PE;Bodocó;Pequeno II;142;10
26021002664;Região Nordeste;PE;Bom Conselho;Pequeno II;430;4
26021020277;Região Nordeste;PE;Bom Conselho;Pequeno II;97;4
26021037679;Região Nordeste;PE;Bom Conselho;Pequeno II;23;4
26022000025;Região Nordeste;PE;Bom Jardim;Pequeno II;296;9
26022037661;Região Nordeste;PE;Bom Jardim;Pequeno II;240;5
26023000123;Região Nordeste;PE;Bonito;Pequeno II;138;16
26023035865;Região Nordeste;PE;Bonito;Pequeno II;222;6
26023038280;Região Nordeste;PE;Bonito;Pequeno II;53;6
26024001510;Região Nordeste;PE;Brejão;Pequeno I;581;4
26025004891;Região Nordeste;PE;Brejinho;Pequeno I;306;5
26026004245;Região Nordeste;PE;Brejo da Madre de Deus;Pequeno II;72;10
26026020393;Região Nordeste;PE;Brejo da Madre de Deus;Pequeno II;19;6
26026030391;Região Nordeste;PE;Brejo da Madre de Deus;Pequeno II;18;11
26026037705;Região Nordeste;PE;Brejo da Madre de Deus;Pequeno II;31;10
26027001039;Região Nordeste;PE;Buenos Aires;Pequeno I;185;11
26028004422;Região Nordeste;PE;Buíque;Médio;80;13
26028036343;Região Nordeste;PE;Buíque;Médio;80;11
26029004605;Região Nordeste;PE;Cabo de Santo Agostinho;Grande;680;10
26029004606;Região Nordeste;PE;Cabo de Santo Agostinho;Grande;416;12
26029004607;Região Nordeste;PE;Cabo de Santo Agostinho;Grande; ;16
26029004609;Região Nordeste;PE;Cabo de Santo Agostinho;Grande;287;8
26029004621;Região Nordeste;PE;Cabo de Santo Agostinho;Grande;477;10
26029037193;Região Nordeste;PE;Cabo de Santo Agostinho;Grande;441;13
26030001562;Região Nordeste;PE;Cabrobó;Pequeno II;78;16
26030004690;Região Nordeste;PE;Cabrobó;Pequeno II;27;12
26030037617;Região Nordeste;PE;Cabrobó;Pequeno II;73;29
26031003232;Região Nordeste;PE;Cachoeirinha;Pequeno I;569;8
26032000880;Região Nordeste;PE;Caetés;Pequeno II;288;21
26033004411;Região Nordeste;PE;Calçado;Pequeno I;35;11
26034030389;Região Nordeste;PE;Calumbi;Pequeno I;15;11
26034501690;Região Nordeste;PE;Camaragibe;Grande;75;7
26034501692;Região Nordeste;PE;Camaragibe;Grande;18;6
26034501693;Região Nordeste;PE;Camaragibe;Grande;51;6
26034515399;Região Nordeste;PE;Camaragibe;Grande;266;6
26035003554;Região Nordeste;PE;Camocim de São Félix;Pequeno I;117;7
26036000888;Região Nordeste;PE;Camutanga;Pequeno I;645;18
26037004434;Região Nordeste;PE;Canhotinho;Pequeno II;42;12
26038000537;Região Nordeste;PE;Capoeiras;Pequeno I;172;14
26039004682;Região Nordeste;PE;Carnaíba;Pequeno I;238;2
26039215350;Região Nordeste;PE;Carnaubeira da Penha;Pequeno I;525;8
26040000590;Região Nordeste;PE;Carpina;Médio;106;17
26040030493;Região Nordeste;PE;Carpina;Médio;48;14
26041004572;Região Nordeste;PE;Caruaru;Grande;158;18
26041006717;Região Nordeste;PE;Caruaru;Grande;31;12
26041006730;Região Nordeste;PE;Caruaru;Grande;72;11
26041006739;Região Nordeste;PE;Caruaru;Grande;114;9
26041006745;Região Nordeste;PE;Caruaru;Grande;96;15
26041033519;Região Nordeste;PE;Caruaru;Grande;69;10
26041033521;Região Nordeste;PE;Caruaru;Grande;53;10
26041033523;Região Nordeste;PE;Caruaru;Grande;38;11
26041034992;Região Nordeste;PE;Caruaru;Grande;81;11
26041035617;Região Nordeste;PE;Caruaru;Grande;73;12
26041500062;Região Nordeste;PE;Casinhas;Pequeno I;207;7
26041515365;Região Nordeste;PE;Casinhas;Pequeno I;61;7
26041536177;Região Nordeste;PE;Casinhas;Pequeno I;120;9
26042006363;Região Nordeste;PE;Catende;Pequeno II;755;20
26043000081;Região Nordeste;PE;Cedro;Pequeno I;400;12
26044001031;Região Nordeste;PE;Chã de Alegria;Pequeno I;519;9
26045004580;Região Nordeste;PE;Chã Grande;Pequeno II;120;10
26045020564;Região Nordeste;PE;Chã Grande;Pequeno II;176;9
26046002255;Região Nordeste;PE;Condado;Pequeno II;367;5
26047004502;Região Nordeste;PE;Correntes;Pequeno I;97;16
26047020419;Região Nordeste;PE;Correntes;Pequeno I;88;9
26047035133;Região Nordeste;PE;Correntes;Pequeno I;102;6
26048003639;Região Nordeste;PE;Cortês;Pequeno I;193;12
26049004405;Região Nordeste;PE;Cumaru;Pequeno I;233;22
26050003520;Região Nordeste;PE;Cupira;Pequeno II; ;12
26050020157;Região Nordeste;PE;Cupira;Pequeno II;151;15
26051004898;Região Nordeste;PE;Custódia;Pequeno II;21;6
26051020413;Região Nordeste;PE;Custódia;Pequeno II;47;7
26051504581;Região Nordeste;PE;Dormentes;Pequeno I;50;17
26052004615;Região Nordeste;PE;Escada;Médio;824;7
26052033953;Região Nordeste;PE;Escada;Médio;1145;8
26052037605;Região Nordeste;PE;Escada;Médio;423;8
26053004582;Região Nordeste;PE;Exu;Pequeno II;378;16
26053020094;Região Nordeste;PE;Exu;Pequeno II;170;20
26054011056;Região Nordeste;PE;Feira Nova;Pequeno II;98;5
26054530408;Região Nordeste;PE;Fernando de Noronha;Pequeno I;37;4
26055004883;Região Nordeste;PE;Ferreiros;Pequeno I;172;16
26056004958;Região Nordeste;PE;Flores;Pequeno II;82;14
26057004577;Região Nordeste;PE;Floresta;Pequeno II;614;37
26058033321;Região Nordeste;PE;Frei Miguelinho;Pequeno I;5;9
26059000529;Região Nordeste;PE;Gameleira;Pequeno II; ;13
26060004412;Região Nordeste;PE;Garanhuns;Grande;142;11
26060004413;Região Nordeste;PE;Garanhuns;Grande;25;13
26060004414;Região Nordeste;PE;Garanhuns;Grande;114;19
26060004453;Região Nordeste;PE;Garanhuns;Grande; ;10
26060004533;Região Nordeste;PE;Garanhuns;Grande;261;13
26060012435;Região Nordeste;PE;Garanhuns;Grande;97;5
26061003612;Região Nordeste;PE;Glória do Goitá;Pequeno II;130;26
26062002183;Região Nordeste;PE;Goiana;Médio;230;6
26062030364;Região Nordeste;PE;Goiana;Médio;517;7
26063003753;Região Nordeste;PE;Granito;Pequeno I;65;7
26064001849;Região Nordeste;PE;Gravatá;Médio;285;6
26064001863;Região Nordeste;PE;Gravatá;Médio;200;6
26064020077;Região Nordeste;PE;Gravatá;Médio;95;5
26064035589;Região Nordeste;PE;Gravatá;Médio;306;8
26065004423;Região Nordeste;PE;Iati;Pequeno I;112;9
26066004500;Região Nordeste;PE;Ibimirim;Pequeno II;120;23
26067004436;Região Nordeste;PE;Ibirajuba;Pequeno I;162;6
26068004583;Região Nordeste;PE;Igarassu;Grande;51;20
26068020543;Região Nordeste;PE;Igarassu;Grande;250;4
26069002075;Região Nordeste;PE;Iguaraci;Pequeno I;36;14
26070002036;Região Nordeste;PE;Inajá;Pequeno I;20;5
26071004515;Região Nordeste;PE;Ingazeira;Pequeno I;46;8
26072004516;Região Nordeste;PE;Ipojuca;Médio;798;8
26072030474;Região Nordeste;PE;Ipojuca;Médio;663;17
26072030475;Região Nordeste;PE;Ipojuca;Médio;170;14
26073003824;Região Nordeste;PE;Ipubi;Pequeno II;330;4
26074014779;Região Nordeste;PE;Itacuruba;Pequeno I;65;6
26075004585;Região Nordeste;PE;Itaíba;Pequeno II;315;14
26075034999;Região Nordeste;PE;Itaíba;Pequeno II;80;6
26076004584;Região Nordeste;PE;Ilha de Itamaracá;Pequeno II;837;20
26076500482;Região Nordeste;PE;Itambé;Pequeno II;761;14
26077004586;Região Nordeste;PE;Itapetim;Pequeno I;149;18
26077504658;Região Nordeste;PE;Itapissuma;Pequeno II;160;4
26078000563;Região Nordeste;PE;Itaquitinga;Pequeno I;44;22
26079004058;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;848;16
26079004059;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;242;12
26079004060;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;209;19
26079004063;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;1009;11
26079004064;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;922;13
26079015102;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;530;14
26079015103;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;620;11
26079015104;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;477;21
26079015114;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;669;14
26079015118;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;226;7
26079020613;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;507;14
26079037633;Região Nordeste;PE;Jaboatão Dos Guararapes;Grande;720;18
26079503426;Região Nordeste;PE;Jaqueira;Pequeno I;672;20
26080003471;Região Nordeste;PE;Jataúba;Pequeno I;570;9
26080515247;Região Nordeste;PE;Jatobá;Pequeno I;5;11
26081004590;Região Nordeste;PE;João Alfredo;Pequeno II;97;11
26082002430;Região Nordeste;PE;Joaquim Nabuco;Pequeno I;705;9
26082504587;Região Nordeste;PE;Jucati;Pequeno I;53;10
26083004685;Região Nordeste;PE;Jupi;Pequeno I;240;12
26084012313;Região Nordeste;PE;Jurema;Pequeno I;260;5
26084501288;Região Nordeste;PE;Lagoa do Carro;Pequeno I;491;17
26085002186;Região Nordeste;PE;Lagoa do Itaenga;Pequeno II;964;7
26086015580;Região Nordeste;PE;Lagoa do Ouro;Pequeno I;120;17
26087000914;Região Nordeste;PE;Lagoa Dos Gatos;Pequeno I;637;13
26087501135;Região Nordeste;PE;Lagoa Grande;Pequeno II;845;9
26087538080;Região Nordeste;PE;Lagoa Grande;Pequeno II;128;5
26088000075;Região Nordeste;PE;Lajedo;Pequeno II;428;20
26089004592;Região Nordeste;PE;Limoeiro;Médio;1385;35
26089020257;Região Nordeste;PE;Limoeiro;Médio;1154;37
26090003384;Região Nordeste;PE;Macaparana;Pequeno II; ;3
26091006692;Região Nordeste;PE;Machados;Pequeno I;430;11
26091504684;Região Nordeste;PE;Manari;Pequeno I;201;16
26092004137;Região Nordeste;PE;Maraial;Pequeno I;431;8
26093004656;Região Nordeste;PE;Mirandiba;Pequeno I;664;16
26094000999;Região Nordeste;PE;Moreno;Médio;440;6
26094037587;Região Nordeste;PE;Moreno;Médio;95;4
26095030087;Região Nordeste;PE;Nazaré da Mata;Pequeno II;6;6
26096003468;Região Nordeste;PE;Olinda;Grande;141;9
26096003475;Região Nordeste;PE;Olinda;Grande;281;18
26096003477;Região Nordeste;PE;Olinda;Grande;550;16
26096003482;Região Nordeste;PE;Olinda;Grande;272;14
26096015274;Região Nordeste;PE;Olinda;Grande;227;14
26096015276;Região Nordeste;PE;Olinda;Grande;455;10
26096015277;Região Nordeste;PE;Olinda;Grande;374;14
26096015338;Região Nordeste;PE;Olinda;Grande;308;14
26096020114;Região Nordeste;PE;Olinda;Grande;255;19
26096035931;Região Nordeste;PE;Olinda;Grande;381;11
26097003210;Região Nordeste;PE;Orobó;Pequeno II;53;7
26098001686;Região Nordeste;PE;Orocó;Pequeno I;495;3
26099004629;Região Nordeste;PE;Ouricuri;Médio;120;9
26099004630;Região Nordeste;PE;Ouricuri;Médio;83;10
26099035193;Região Nordeste;PE;Ouricuri;Médio;97;13
26100004481;Região Nordeste;PE;Palmares;Médio;844;7
26100020281;Região Nordeste;PE;Palmares;Médio;976;7
26100033717;Região Nordeste;PE;Palmares;Médio;1472;10
26101004438;Região Nordeste;PE;Palmeirina;Pequeno I;371;4
26102004144;Região Nordeste;PE;Panelas;Pequeno II;813;29
26103002476;Região Nordeste;PE;Paranatama;Pequeno I;234;3
26104001412;Região Nordeste;PE;Parnamirim;Pequeno II;762;18
26105001312;Região Nordeste;PE;Passira;Pequeno II;204;18
26106003923;Região Nordeste;PE;Paudalho;Médio;1856;7
26107001438;Região Nordeste;PE;Paulista;Grande;297;7
26107004687;Região Nordeste;PE;Paulista;Grande;489;7
26107004688;Região Nordeste;PE;Paulista;Grande;703;8
26107004689;Região Nordeste;PE;Paulista;Grande;434;13
26107004824;Região Nordeste;PE;Paulista;Grande;560;13
26107038074;Região Nordeste;PE;Paulista;Grande;171;6
26108004593;Região Nordeste;PE;Pedra;Pequeno II;608;7
26109004573;Região Nordeste;PE;Pesqueira;Médio;465;13
26109004624;Região Nordeste;PE;Pesqueira;Médio;607;10
26110004594;Região Nordeste;PE;Petrolândia;Pequeno II;229;21
26111001750;Região Nordeste;PE;Petrolina;Grande; ;14
26111001752;Região Nordeste;PE;Petrolina;Grande;535;7
26111001753;Região Nordeste;PE;Petrolina;Grande;1177;9
26111004697;Região Nordeste;PE;Petrolina;Grande;566;8
26111020424;Região Nordeste;PE;Petrolina;Grande;819;13
26111020433;Região Nordeste;PE;Petrolina;Grande;739;8
26111020436;Região Nordeste;PE;Petrolina;Grande;529;7
26111037787;Região Nordeste;PE;Petrolina;Grande;397;7
26111037795;Região Nordeste;PE;Petrolina;Grande;232;7
26111037797;Região Nordeste;PE;Petrolina;Grande;612;9
26112015506;Região Nordeste;PE;Poção;Pequeno I;220;13
26113000736;Região Nordeste;PE;Pombos;Pequeno II;750;7
26114000095;Região Nordeste;PE;Primavera;Pequeno I;358;20
26115004507;Região Nordeste;PE;Quipapá;Pequeno II;82;7
26115300597;Região Nordeste;PE;Quixaba;Pequeno I;35;5
26116004478;Região Nordeste;PE;Recife;Metrópole;101;16
26116004479;Região Nordeste;PE;Recife;Metrópole;252;15
26116004480;Região Nordeste;PE;Recife;Metrópole;390;14
26116004482;Região Nordeste;PE;Recife;Metrópole;343;9
26116004483;Região Nordeste;PE;Recife;Metrópole;263;18
26116004484;Região Nordeste;PE;Recife;Metrópole;80;13
